Oly contig	SPID	SPID evalue	Gene Name
Ostrea_lur_contig1752	Q1MTN8	3.00E-27	YGC1_SCHPO UPF0661 TPR repeat-containing protein C16D10.01c OS=Schizosaccharomyces pombe GN=SPBC16D10.01c PE=3 SV=2
Ostrea_lur_contig17520	Q9NY47	3.00E-11	CA2D2_HUMAN Voltage-dependent calcium channel subunit alpha-2/delta-2 OS=Homo sapiens GN=CACNA2D2 PE=1 SV=1
Ostrea_lur_contig17524	B7FF08	2.00E-18	WDY_DROVI WD repeat-containing protein on Y chromosome OS=Drosophila virilis GN=WDY PE=4 SV=1
Ostrea_lur_contig17525	Q95LP5	7.00E-98	CA125_MACFA Uncharacterized protein C1orf125 homolog OS=Macaca fascicularis GN=QtsA-11085 PE=2 SV=2
Ostrea_lur_contig17527	A2AWA9	2.00E-58	RBGP1_MOUSE Rab GTPase-activating protein 1 OS=Mus musculus GN=Rabgap1 PE=2 SV=1
Ostrea_lur_contig1753	Q6DN90	1.00E-134	IQEC1_HUMAN IQ motif and SEC7 domain-containing protein 1 OS=Homo sapiens GN=IQSEC1 PE=1 SV=1
Ostrea_lur_contig17531	Q92621	4.00E-15	NU205_HUMAN Nuclear pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=2
Ostrea_lur_contig17532	Q23022	7.00E-50	ACH5_CAEEL Acetylcholine receptor subunit alpha-type unc-38 OS=Caenorhabditis elegans GN=unc-38 PE=2 SV=1
Ostrea_lur_contig17533	Q8K135	8.00E-31	K319L_MOUSE Uncharacterized protein KIAA0319-like OS=Mus musculus GN=Kiaa0319l PE=1 SV=1
Ostrea_lur_contig17535	O07051	2.00E-05	LTAA_AERJA L-allo-threonine aldolase OS=Aeromonas jandaei GN=ltaA PE=1 SV=1
Ostrea_lur_contig17536	A9ULZ2	7.00E-30	BIR7B_XENLA Baculoviral IAP repeat-containing protein 7-B OS=Xenopus laevis GN=birc7-B PE=2 SV=2
Ostrea_lur_contig17537	Q9UH36	2.00E-39	SRR1L_HUMAN SRR1-like protein OS=Homo sapiens GN=SRRD PE=2 SV=1
Ostrea_lur_contig17538	A8MZA4	2.00E-05	GG6L6_HUMAN Putative golgin subfamily A member 6-like protein 6 OS=Homo sapiens PE=5 SV=2
Ostrea_lur_contig17539	P47179	4.00E-10	DAN4_YEAST Cell wall protein DAN4 OS=Saccharomyces cerevisiae GN=DAN4 PE=2 SV=1
Ostrea_lur_contig1754	P08472	8.00E-22	M130_STRPU Mesenchyme-specific cell surface glycoprotein OS=Strongylocentrotus purpuratus PE=2 SV=2
Ostrea_lur_contig17546	P09015	2.00E-05	HME2A_DANRE Homeobox protein engrailed-2a OS=Danio rerio GN=eng2a PE=2 SV=2
Ostrea_lur_contig1755	Q7T070	8.00E-128	RHBG_DANRE Ammonium transporter Rh type B OS=Danio rerio GN=rhbg PE=2 SV=1
Ostrea_lur_contig17552	Q9H246	3.00E-05	CA021_HUMAN Uncharacterized protein C1orf21 OS=Homo sapiens GN=C1orf21 PE=1 SV=1
Ostrea_lur_contig17559	Q66KE3	2.00E-55	CPSF4_XENTR Cleavage and polyadenylation specificity factor subunit 4 OS=Xenopus tropicalis GN=cpsf4 PE=2 SV=1
Ostrea_lur_contig17563	Q91V09	1.00E-107	WDR13_MOUSE WD repeat-containing protein 13 OS=Mus musculus GN=Wdr13 PE=1 SV=1
Ostrea_lur_contig17564	Q91Z53	6.00E-21	GRHPR_MOUSE Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus GN=Grhpr PE=1 SV=1
Ostrea_lur_contig17568	Q8BNA6	3.00E-14	FAT3_MOUSE Protocadherin Fat 3 OS=Mus musculus GN=Fat3 PE=1 SV=2
Ostrea_lur_contig17569	Q575T0	1.00E-10	CYGB1_ORYLA Cytoglobin-1 OS=Oryzias latipes GN=cygb1 PE=2 SV=1
Ostrea_lur_contig1757	P50238	9.00E-41	CRIP1_HUMAN Cysteine-rich protein 1 OS=Homo sapiens GN=CRIP1 PE=1 SV=3
Ostrea_lur_contig17571	Q5ZJI9	3.00E-98	UBAC1_CHICK Ubiquitin-associated domain-containing protein 1 OS=Gallus gallus GN=UBAC1 PE=2 SV=1
Ostrea_lur_contig17575	Q8K0Z7	2.00E-22	TACO1_MOUSE Translational activator of cytochrome c oxidase 1 OS=Mus musculus GN=Taco1 PE=2 SV=1
Ostrea_lur_contig17576	O60041	2.00E-06	CALM_KLULA Calmodulin OS=Kluyveromyces lactis GN=CMD1 PE=3 SV=1
Ostrea_lur_contig17578	P53361	1.00E-111	TBP_SPOFR TATA-box-binding protein OS=Spodoptera frugiperda GN=Tbp PE=2 SV=1
Ostrea_lur_contig17583	Q05360	6.00E-26	WHITE_LUCCU Protein white OS=Lucilia cuprina GN=W PE=2 SV=2
Ostrea_lur_contig1759	P07751	1.00E-97	"SPTA2_CHICK Spectrin alpha chain, brain OS=Gallus gallus GN=SPTAN1 PE=1 SV=3"
Ostrea_lur_contig17592	A5PMU4	8.00E-27	ANS1B_DANRE Ankyrin repeat and sterile alpha motif domain-containing protein 1B OS=Danio rerio GN=anks1b PE=3 SV=1
Ostrea_lur_contig17593	Q91VA6	9.00E-29	PDIP2_MOUSE Polymerase delta-interacting protein 2 OS=Mus musculus GN=Poldip2 PE=2 SV=1
Ostrea_lur_contig17594	Q9H9E3	6.00E-22	COG4_HUMAN Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens GN=COG4 PE=1 SV=2
Ostrea_lur_contig17596	Q9P0U4	6.00E-31	CXXC1_HUMAN CpG-binding protein OS=Homo sapiens GN=CXXC1 PE=1 SV=2
Ostrea_lur_contig17599	Q6ZNB6	6.00E-61	NFXL1_HUMAN NF-X1-type zinc finger protein NFXL1 OS=Homo sapiens GN=NFXL1 PE=1 SV=2
Ostrea_lur_contig176	Q04832	6.00E-33	HEXP_LEIMA DNA-binding protein HEXBP OS=Leishmania major GN=HEXBP PE=4 SV=1
Ostrea_lur_contig17602	Q6UW02	2.00E-75	CP20A_HUMAN Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=1 SV=1
Ostrea_lur_contig17604	Q9UNX4	9.00E-34	WDR3_HUMAN WD repeat-containing protein 3 OS=Homo sapiens GN=WDR3 PE=1 SV=1
Ostrea_lur_contig17605	Q2TGI8	1.00E-18	ZDH22_RAT Putative palmitoyltransferase ZDHHC22 OS=Rattus norvegicus GN=Zdhhc22 PE=2 SV=1
Ostrea_lur_contig17609	P36776	0	"LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2"
Ostrea_lur_contig1761	P81004	2.00E-107	VDAC2_XENLA Voltage-dependent anion-selective channel protein 2 OS=Xenopus laevis GN=vdac2 PE=1 SV=1
Ostrea_lur_contig17610	Q504G0	4.00E-40	TM127_DANRE Transmembrane protein 127 OS=Danio rerio GN=tmem127 PE=2 SV=1
Ostrea_lur_contig17613	Q7ZW00	1.00E-65	"AGK_DANRE Acylglycerol kinase, mitochondrial OS=Danio rerio GN=agk PE=2 SV=2"
Ostrea_lur_contig17614	O55737	2.00E-15	123R_IIV6 Putative tyrosine phosphatase 123R OS=Invertebrate iridescent virus 6 GN=IIV6-123R PE=3 SV=1
Ostrea_lur_contig17615	P83425	1.00E-05	HIP_MYTED Heavy metal-binding protein HIP OS=Mytilus edulis PE=1 SV=1
Ostrea_lur_contig17616	Q3MIX3	1.00E-23	ADCK5_HUMAN Uncharacterized aarF domain-containing protein kinase 5 OS=Homo sapiens GN=ADCK5 PE=2 SV=2
Ostrea_lur_contig17617	B3DM43	8.00E-54	SOX5_XENTR Transcription factor Sox-5 OS=Xenopus tropicalis GN=sox5 PE=2 SV=1
Ostrea_lur_contig17621	A3KPN8	6.00E-106	TTC38_DANRE Tetratricopeptide repeat protein 38 OS=Danio rerio GN=ttc38 PE=3 SV=1
Ostrea_lur_contig17622	P96576	5.00E-16	YDAC_BACSU Uncharacterized methyltransferase ydaC OS=Bacillus subtilis GN=ydaC PE=3 SV=1
Ostrea_lur_contig17625	Q08DD7	6.00E-11	SNX11_BOVIN Sorting nexin-11 OS=Bos taurus GN=SNX11 PE=2 SV=1
Ostrea_lur_contig1763	P33945	2.00E-101	WNT5B_XENLA Protein Wnt-5b OS=Xenopus laevis GN=wnt5b PE=2 SV=2
Ostrea_lur_contig17630	Q92576	1.00E-32	PHF3_HUMAN PHD finger protein 3 OS=Homo sapiens GN=PHF3 PE=1 SV=3
Ostrea_lur_contig17633	Q2IBE6	1.00E-10	CTTB2_PONAB Cortactin-binding protein 2 OS=Pongo abelii GN=CTTNBP2 PE=3 SV=2
Ostrea_lur_contig17634	Q6NRS1	2.00E-16	IBTK_XENLA Inhibitor of Bruton tyrosine kinase OS=Xenopus laevis GN=ibtk PE=2 SV=1
Ostrea_lur_contig17635	Q6DD21	6.00E-96	CBPC1_XENLA Cytosolic carboxypeptidase 1 OS=Xenopus laevis GN=agtpbp1 PE=2 SV=1
Ostrea_lur_contig1764	P79781	5.00E-27	RS27A_CHICK 40S ribosomal protein S27a OS=Gallus gallus GN=RPS27A PE=3 SV=2
Ostrea_lur_contig17641	B3LWU3	5.00E-11	SUR8_DROAN Leucine-rich repeat protein soc-2 homolog OS=Drosophila ananassae GN=Sur-8 PE=3 SV=1
Ostrea_lur_contig17644	Q587J6	3.00E-05	LITD1_MOUSE LINE-1 type transposase domain-containing protein 1 OS=Mus musculus GN=L1td1 PE=2 SV=1
Ostrea_lur_contig17646	Q5SVQ8	5.00E-14	ZBT41_HUMAN Zinc finger and BTB domain-containing protein 41 OS=Homo sapiens GN=ZBTB41 PE=2 SV=1
Ostrea_lur_contig17647	B9A8D7	1.00E-08	SPI2_CRAVI Serine protease inhibitor Cvsi-2 OS=Crassostrea virginica GN=CVSI2 PE=1 SV=1
Ostrea_lur_contig17648	Q9D5L7	6.00E-100	SPSB1_MOUSE SPRY domain-containing SOCS box protein 1 OS=Mus musculus GN=Spsb1 PE=1 SV=1
Ostrea_lur_contig17649	Q8IVV2	3.00E-12	LOXH1_HUMAN Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens GN=LOXHD1 PE=1 SV=2
Ostrea_lur_contig17650	Q5SQY2	5.00E-15	BOD1_MOUSE Biorientation of chromosomes in cell division protein 1 OS=Mus musculus GN=Bod1 PE=2 SV=1
Ostrea_lur_contig17651	Q9Y6M7	5.00E-30	S4A7_HUMAN Sodium bicarbonate cotransporter 3 OS=Homo sapiens GN=SLC4A7 PE=1 SV=2
Ostrea_lur_contig17653	O35671	4.00E-16	ITBP1_MOUSE Integrin beta-1-binding protein 1 OS=Mus musculus GN=Itgb1bp1 PE=2 SV=1
Ostrea_lur_contig1766	Q54J55	1.00E-05	MYBX_DICDI Myb-like protein X OS=Dictyostelium discoideum GN=mybX PE=3 SV=1
Ostrea_lur_contig17660	O15397	5.00E-98	IPO8_HUMAN Importin-8 OS=Homo sapiens GN=IPO8 PE=1 SV=2
Ostrea_lur_contig17661	Q1LYM3	4.00E-26	SPIR1_DANRE Protein spire homolog 1 OS=Danio rerio GN=spire1 PE=2 SV=1
Ostrea_lur_contig17662	Q3KR53	2.00E-10	GPBL1_RAT Vasculin-like protein 1 OS=Rattus norvegicus GN=Gpbp1l1 PE=2 SV=1
Ostrea_lur_contig17665	P20107	8.00E-33	ZRC1_YEAST Zinc/cadmium resistance protein OS=Saccharomyces cerevisiae GN=ZRC1 PE=1 SV=2
Ostrea_lur_contig17667	Q9BGL2	5.00E-07	LRAT_BOVIN Lecithin retinol acyltransferase OS=Bos taurus GN=LRAT PE=1 SV=1
Ostrea_lur_contig17672	Q75J93	1.00E-09	CPAS1_DICDI Circularly permutated Ras protein 1 OS=Dictyostelium discoideum GN=cpras1 PE=3 SV=1
Ostrea_lur_contig17674	Q19542	1.00E-05	DYHC2_CAEEL Cytoplasmic dynein 2 heavy chain 1 OS=Caenorhabditis elegans GN=che-3 PE=2 SV=2
Ostrea_lur_contig17675	Q6ZT12	6.00E-22	UBR3_HUMAN E3 ubiquitin-protein ligase UBR3 OS=Homo sapiens GN=UBR3 PE=2 SV=2
Ostrea_lur_contig17676	Q2M3M2	1.00E-45	SC5A9_HUMAN Sodium/glucose cotransporter 4 OS=Homo sapiens GN=SLC5A9 PE=2 SV=2
Ostrea_lur_contig17677	Q5SZD4	1.00E-06	GLYL3_HUMAN Glycine N-acyltransferase-like protein 3 OS=Homo sapiens GN=GLYATL3 PE=2 SV=3
Ostrea_lur_contig17678	Q2KHT3	9.00E-27	CL16A_HUMAN Protein CLEC16A OS=Homo sapiens GN=CLEC16A PE=2 SV=2
Ostrea_lur_contig17680	Q1NZ26	3.00E-42	"YSMU_CAEEL Uncharacterized protein F13E9.13, mitochondrial OS=Caenorhabditis elegans GN=F13E9.13 PE=2 SV=1"
Ostrea_lur_contig17684	Q9JII5	3.00E-32	DAZP1_MOUSE DAZ-associated protein 1 OS=Mus musculus GN=Dazap1 PE=2 SV=2
Ostrea_lur_contig17685	Q9VKJ9	2.00E-59	C2D1_DROME Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila melanogaster GN=l(2)gd1 PE=2 SV=1
Ostrea_lur_contig17686	Q9Y6M7	3.00E-40	S4A7_HUMAN Sodium bicarbonate cotransporter 3 OS=Homo sapiens GN=SLC4A7 PE=1 SV=2
Ostrea_lur_contig17695	Q8TBY9	4.00E-80	WDR66_HUMAN WD repeat-containing protein 66 OS=Homo sapiens GN=WDR66 PE=1 SV=1
Ostrea_lur_contig17698	Q9D531	3.00E-33	NXNL2_MOUSE Nucleoredoxin-like protein 2 OS=Mus musculus GN=Nxnl2 PE=2 SV=1
Ostrea_lur_contig1770	O02485	2.00E-69	YDJ1_CAEEL Uncharacterized protein ZK1073.1 OS=Caenorhabditis elegans GN=ZK1073.1 PE=2 SV=1
Ostrea_lur_contig17701	P09172	3.00E-146	DOPO_HUMAN Dopamine beta-hydroxylase OS=Homo sapiens GN=DBH PE=1 SV=3
Ostrea_lur_contig17703	Q2TA12	4.00E-18	"RM02_BOVIN 39S ribosomal protein L2, mitochondrial OS=Bos taurus GN=MRPL2 PE=1 SV=2"
Ostrea_lur_contig1771	Q9CY58	1.00E-19	PAIRB_MOUSE Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2
Ostrea_lur_contig17710	Q5RF40	4.00E-46	"ACDSB_PONAB Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Pongo abelii GN=ACADSB PE=2 SV=1"
Ostrea_lur_contig17711	B9A8D7	5.00E-06	SPI2_CRAVI Serine protease inhibitor Cvsi-2 OS=Crassostrea virginica GN=CVSI2 PE=1 SV=1
Ostrea_lur_contig17715	Q6PWT7	6.00E-46	CCS_PIG Copper chaperone for superoxide dismutase OS=Sus scrofa GN=CCS PE=2 SV=1
Ostrea_lur_contig17727	Q5ZI57	2.00E-95	TPPC3_CHICK Trafficking protein particle complex subunit 3 OS=Gallus gallus GN=TRAPPC3 PE=2 SV=1
Ostrea_lur_contig17734	Q5RC70	2.00E-117	DJC11_PONAB DnaJ homolog subfamily C member 11 OS=Pongo abelii GN=DNAJC11 PE=2 SV=1
Ostrea_lur_contig17738	P06602	2.00E-37	EVE_DROME Segmentation protein even-skipped OS=Drosophila melanogaster GN=eve PE=1 SV=3
Ostrea_lur_contig1774	Q5M7F8	6.00E-55	C070A_XENLA UPF0573 protein C2orf70 homolog A OS=Xenopus laevis PE=2 SV=1
Ostrea_lur_contig17740	P82596	4.00E-21	PLC_HALLA Perlucin OS=Haliotis laevigata PE=1 SV=3
Ostrea_lur_contig17741	Q9PW71	2.00E-05	DUS4_CHICK Dual specificity protein phosphatase 4 OS=Gallus gallus GN=DUSP4 PE=2 SV=1
Ostrea_lur_contig17744	P35556	1.00E-84	FBN2_HUMAN Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=3
Ostrea_lur_contig17745	Q6GMG8	2.00E-28	LITAF_DANRE Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog OS=Danio rerio GN=litaf PE=2 SV=1
Ostrea_lur_contig17746	Q9W2H1	8.00E-24	TM2D1_DROME TM2 domain-containing protein CG10795 OS=Drosophila melanogaster GN=CG10795 PE=2 SV=1
Ostrea_lur_contig17752	Q07954	6.00E-06	LRP1_HUMAN Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens GN=LRP1 PE=1 SV=1
Ostrea_lur_contig17754	Q04164	8.00E-13	SAS_DROME Putative epidermal cell surface receptor OS=Drosophila melanogaster GN=sas PE=1 SV=2
Ostrea_lur_contig17757	Q5Q9Z2	2.00E-13	VHL_CANFA Von Hippel-Lindau disease tumor suppressor OS=Canis familiaris GN=VHL PE=2 SV=1
Ostrea_lur_contig17758	O42260	1.00E-32	GEMI2_XENLA Survival of motor neuron protein-interacting protein 1 OS=Xenopus laevis GN=sip1 PE=1 SV=1
Ostrea_lur_contig1776	A2VE44	2.00E-43	MED25_BOVIN Mediator of RNA polymerase II transcription subunit 25 OS=Bos taurus GN=MED25 PE=2 SV=1
Ostrea_lur_contig17762	Q6ZV65	3.00E-11	FA47E_HUMAN Protein FAM47E OS=Homo sapiens GN=FAM47E PE=2 SV=2
Ostrea_lur_contig17766	P22897	1.00E-31	MRC1_HUMAN Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1
Ostrea_lur_contig17768	Q6DRN3	4.00E-37	NOC3L_DANRE Nucleolar complex protein 3 homolog OS=Danio rerio GN=noc3l PE=2 SV=1
Ostrea_lur_contig17769	Q9D0U6	4.00E-28	MAF1_MOUSE Repressor of RNA polymerase III transcription MAF1 homolog OS=Mus musculus GN=Maf1 PE=2 SV=1
Ostrea_lur_contig1777	Q9U505	4.00E-17	"ATP9_MANSE ATP synthase lipid-binding protein, mitochondrial OS=Manduca sexta PE=2 SV=1"
Ostrea_lur_contig17771	Q8BIQ3	2.00E-07	ZNF2_MOUSE Zinc finger protein 2 OS=Mus musculus GN=Znf2 PE=2 SV=1
Ostrea_lur_contig17777	P20771	6.00E-27	YNHA_RHOER Uncharacterized protein in nthA 5'region (Fragment) OS=Rhodococcus erythropolis PE=4 SV=1
Ostrea_lur_contig17779	Q06203	6.00E-34	PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1
Ostrea_lur_contig17780	B3NS99	2.00E-05	PTK7_DROER Tyrosine-protein kinase-like otk OS=Drosophila erecta GN=otk PE=3 SV=1
Ostrea_lur_contig17784	P84339	4.00E-49	CALM_AGABI Calmodulin OS=Agaricus bisporus PE=1 SV=2
Ostrea_lur_contig17787	Q9EPW9	2.00E-20	TLR6_MOUSE Toll-like receptor 6 OS=Mus musculus GN=Tlr6 PE=1 SV=2
Ostrea_lur_contig17788	P95329	7.00E-22	MASY_MYXXD Malate synthase OS=Myxococcus xanthus (strain DK 1622) GN=mls PE=3 SV=2
Ostrea_lur_contig17791	P63155	0	CRNL1_RAT Crooked neck-like protein 1 OS=Rattus norvegicus GN=Crnkl1 PE=2 SV=1
Ostrea_lur_contig17796	P52434	2.00E-13	"RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens GN=POLR2H PE=1 SV=4"
Ostrea_lur_contig17797	B0W377	1.00E-89	MOCS3_CULQU Adenylyltransferase and sulfurtransferase MOCS3 OS=Culex quinquefasciatus GN=CPIJ001621 PE=3 SV=1
Ostrea_lur_contig1780	Q0VBF8	2.00E-19	CA095_MOUSE Uncharacterized membrane protein C1orf95 homolog OS=Mus musculus PE=2 SV=1
Ostrea_lur_contig17801	O76094	2.00E-35	SRP72_HUMAN Signal recognition particle 72 kDa protein OS=Homo sapiens GN=SRP72 PE=1 SV=3
Ostrea_lur_contig17807	Q5SWD9	8.00E-44	TSR1_MOUSE Pre-rRNA-processing protein TSR1 homolog OS=Mus musculus GN=Tsr1 PE=2 SV=1
Ostrea_lur_contig17810	Q4GZT3	1.00E-30	PKD2_BOVIN Polycystin-2 OS=Bos taurus GN=PKD2 PE=2 SV=1
Ostrea_lur_contig17817	A7SE07	3.00E-126	NUBP2_NEMVE Cytosolic Fe-S cluster assembly factor NUBP2 homolog OS=Nematostella vectensis GN=v1g229988 PE=3 SV=1
Ostrea_lur_contig17819	Q9NZW4	2.00E-06	DSPP_HUMAN Dentin sialophosphoprotein OS=Homo sapiens GN=DSPP PE=1 SV=2
Ostrea_lur_contig1782	Q90673	1.00E-39	"PRLD1_CHICK PRELI domain-containing protein 1, mitochondrial OS=Gallus gallus GN=PRELID1 PE=2 SV=1"
Ostrea_lur_contig17820	Q949R4	7.00E-10	"DIOXL_ARATH 4,5-DOPA dioxygenase extradiol-like protein OS=Arabidopsis thaliana GN=At4g15093 PE=2 SV=1"
Ostrea_lur_contig17823	Q8R1A4	9.00E-75	DOCK7_MOUSE Dedicator of cytokinesis protein 7 OS=Mus musculus GN=Dock7 PE=1 SV=3
Ostrea_lur_contig17825	P34644	3.00E-11	EAT4_CAEEL Probable vesicular glutamate transporter eat-4 OS=Caenorhabditis elegans GN=eat-4 PE=2 SV=2
Ostrea_lur_contig17826	O60308	2.00E-49	K0562_HUMAN Uncharacterized protein KIAA0562 OS=Homo sapiens GN=KIAA0562 PE=2 SV=1
Ostrea_lur_contig17827	Q2TBX6	1.00E-106	PSB1_BOVIN Proteasome subunit beta type-1 OS=Bos taurus GN=PSMB1 PE=1 SV=1
Ostrea_lur_contig17830	Q9DCT6	3.00E-43	CQ049_MOUSE MLL1/MLL complex subunit C17orf49 homolog OS=Mus musculus PE=1 SV=1
Ostrea_lur_contig17833	Q6P4Y0	0	CDKAL_XENTR CDK5 regulatory subunit-associated protein 1-like 1 OS=Xenopus tropicalis GN=cdkal1 PE=2 SV=1
Ostrea_lur_contig17834	Q13535	2.00E-31	ATR_HUMAN Serine/threonine-protein kinase ATR OS=Homo sapiens GN=ATR PE=1 SV=3
Ostrea_lur_contig17839	Q7ZXT3	3.00E-54	EDC4_XENLA Enhancer of mRNA-decapping protein 4 OS=Xenopus laevis GN=edc4 PE=2 SV=1
Ostrea_lur_contig1784	P49963	4.00E-34	SRP19_DROME Signal recognition particle 19 kDa protein OS=Drosophila melanogaster GN=Srp19 PE=2 SV=2
Ostrea_lur_contig17841	P98155	2.00E-18	VLDLR_HUMAN Very low-density lipoprotein receptor OS=Homo sapiens GN=VLDLR PE=1 SV=1
Ostrea_lur_contig17843	P29755	5.00E-12	AGTRB_MOUSE Type-1B angiotensin II receptor OS=Mus musculus GN=Agtr1b PE=2 SV=1
Ostrea_lur_contig17845	Q63356	6.00E-24	MYO1E_RAT Myosin-Ie OS=Rattus norvegicus GN=Myo1e PE=2 SV=1
Ostrea_lur_contig17848	Q10569	4.00E-120	CPSF1_BOVIN Cleavage and polyadenylation specificity factor subunit 1 OS=Bos taurus GN=CPSF1 PE=1 SV=1
Ostrea_lur_contig17849	A4IJ15	7.00E-24	K1430_XENTR UPF0501 protein KIAA1430 homolog OS=Xenopus tropicalis PE=2 SV=1
Ostrea_lur_contig1785	Q02817	8.00E-06	MUC2_HUMAN Mucin-2 OS=Homo sapiens GN=MUC2 PE=1 SV=2
Ostrea_lur_contig17859	O01761	6.00E-05	UNC89_CAEEL Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans GN=unc-89 PE=1 SV=3
Ostrea_lur_contig1786	Q2TA25	8.00E-41	PLK1_BOVIN Serine/threonine-protein kinase PLK1 OS=Bos taurus GN=PLK1 PE=2 SV=1
Ostrea_lur_contig17864	Q96BD0	8.00E-25	SO4A1_HUMAN Solute carrier organic anion transporter family member 4A1 OS=Homo sapiens GN=SLCO4A1 PE=1 SV=2
Ostrea_lur_contig17865	Q1L987	7.00E-38	ATPF1_DANRE ATP synthase mitochondrial F1 complex assembly factor 1 OS=Danio rerio GN=atpaf1 PE=2 SV=2
Ostrea_lur_contig17869	P57088	6.00E-75	TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens GN=TMEM33 PE=1 SV=2
Ostrea_lur_contig17871	Q9H7X0	4.00E-66	NAT15_HUMAN N-acetyltransferase 15 OS=Homo sapiens GN=NAT15 PE=2 SV=1
Ostrea_lur_contig17873	Q3MHQ4	4.00E-75	SNAI2_BOVIN Zinc finger protein SNAI2 OS=Bos taurus GN=SNAI2 PE=2 SV=1
Ostrea_lur_contig17876	Q6FSB1	2.00E-14	YNG2_CANGA Chromatin modification-related protein YNG2 OS=Candida glabrata GN=YNG2 PE=3 SV=1
Ostrea_lur_contig17877	Q8JFN7	3.00E-09	ACH91_ONCMY Neuronal acetylcholine receptor subunit alpha-9-I OS=Oncorhynchus mykiss GN=nachra9 PE=2 SV=1
Ostrea_lur_contig17879	Q5F349	5.00E-67	SG196_CHICK Protein kinase-like protein SgK196 OS=Gallus gallus GN=SGK196 PE=2 SV=1
Ostrea_lur_contig17883	Q5JXM2	7.00E-14	CF186_HUMAN UPF0624 protein C6orf186 OS=Homo sapiens GN=C6orf186 PE=2 SV=1
Ostrea_lur_contig17886	Q98234	2.00E-14	GPX_MCV1 Glutathione peroxidase OS=Molluscum contagiosum virus subtype 1 GN=GPX1 PE=3 SV=2
Ostrea_lur_contig17888	Q9NZJ5	6.00E-20	E2AK3_HUMAN Eukaryotic translation initiation factor 2-alpha kinase 3 OS=Homo sapiens GN=EIF2AK3 PE=1 SV=2
Ostrea_lur_contig17892	Q62283	2.00E-10	TSN7_MOUSE Tetraspanin-7 OS=Mus musculus GN=Tspan7 PE=2 SV=2
Ostrea_lur_contig17894	Q4R7Y5	8.00E-38	DNJB6_MACFA DnaJ homolog subfamily B member 6 OS=Macaca fascicularis GN=DNAJB6 PE=2 SV=1
Ostrea_lur_contig1790	Q9NZM6	4.00E-05	PK2L2_HUMAN Polycystic kidney disease 2-like 2 protein OS=Homo sapiens GN=PKD2L2 PE=2 SV=1
Ostrea_lur_contig17900	Q99L43	9.00E-11	CDS2_MOUSE Phosphatidate cytidylyltransferase 2 OS=Mus musculus GN=Cds2 PE=1 SV=1
Ostrea_lur_contig17904	Q58CP9	2.00E-22	STIM1_BOVIN Stromal interaction molecule 1 OS=Bos taurus GN=STIM1 PE=2 SV=1
Ostrea_lur_contig17913	Q27774	4.00E-19	PPIB_SCHJA Peptidyl-prolyl cis-trans isomerase B OS=Schistosoma japonicum PE=2 SV=1
Ostrea_lur_contig17915	Q5RJI4	3.00E-34	SG493_MOUSE Protein kinase-like protein SgK493 OS=Mus musculus GN=Sgk493 PE=2 SV=1
Ostrea_lur_contig17919	Q8IY37	2.00E-71	DHX37_HUMAN Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1
Ostrea_lur_contig17921	A7YY53	3.00E-77	ADPRM_BOVIN Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase OS=Bos taurus PE=2 SV=2
Ostrea_lur_contig17923	Q6PGP7	1.00E-14	TTC37_HUMAN Tetratricopeptide repeat protein 37 OS=Homo sapiens GN=TTC37 PE=1 SV=1
Ostrea_lur_contig1793	O75643	0	U520_HUMAN U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2
Ostrea_lur_contig17930	Q8C8H8	1.00E-05	KY_MOUSE Kyphoscoliosis peptidase OS=Mus musculus GN=Ky PE=1 SV=1
Ostrea_lur_contig17931	Q09660	1.00E-67	CC44_CAEEL Probable cytochrome P450 CYP44 OS=Caenorhabditis elegans GN=cyp-44A1 PE=2 SV=2
Ostrea_lur_contig17932	Q0V9R3	8.00E-176	DI3L2_XENTR DIS3-like exonuclease 2 OS=Xenopus tropicalis GN=dis3l2 PE=2 SV=1
